ID,COMPANY,CALS,WEIGHT
357328,Ajinomoto USA Inc.,168,196
357329,"P.J. Lisac & Associates, Inc.",179,28
357330,T. Marzetti Company,500,7
357331,Unilever Bestfoods North America,594,32
357332,Windsor Quality Food Products Ltd.,165,127
357333,Ouhlala Gourmet Corp,467,15
357334,"Murry's, Inc.",365,115
357335,"Atlantic Representations, Inc.",246,130
357336,BAR S,179,14
357337,Hoodman Corporation,350,70
357338,"Kradjian Importing Co., Inc.",36,28
357339,PANTAI,250,2
357340,Unilever UK Limited,0,3
357341,U.B.C. Distributors,82,50
357342,ZB Importing Inc.,161,56
357343,Gilster Marylee  C/o Ko-Pak Inc.,375,32
357344,AROMAS DEL TUNGURAHUA,0,30
357345,Manasul International Corp.,0,1
357346,LA MERCED,60,50
357347,Cambiaso Hermanos S.A.C.,0,2
357348,White Rose Food Corp.,917,12
357349,"A.M. Braswell, Jr. Food Co. Inc.",357,14
357351,"XOCHITL (SO' CHEEL), INC.",471,28
357352,Steve Ross Enterprises,354,57
357353,Steve Ross Enterprises,354,57
357354,Steve Ross Enterprises,302,57
357355,Steve Ross Enterprises,354,57
357356,"Annie Chun's, Inc.",147,170
357357,Jagpreet Enterprises,167,3
357358,KERRYGOLD,393,28
357359,"Berks Packing Co., Inc.",286,56
357360,"Parks, LLC",323,65
357361,HATFIELD,289,45
357362,"Premio Foods, Inc.",411,56
357363,White Rose Food Corp.,33,61
357364,"Fig Food Company, LLC",69,245
357365,"Fig Food Company, LLC",61,245
357366,"Winco Foods, Inc.",562,32
357367,Grace Kennedy Co. Ltd,100,5
357368,"Delhaize America, Inc.",429,14
357369,Food Town Stores Inc.,316,57
357370,Food Town Stores Inc.,447,38
357371,Food Town Stores Inc.,421,38
357372,"Delhaize America, Inc.",464,28
357373,"Delhaize America, Inc.",393,28
357374,Food Town Stores Inc.,321,56
357375,Food Town Stores Inc.,250,14
357376,"Delhaize America, Inc.",500,10
357377,"Neese Country Sausage Co., Inc.",415,41
357378,"Neese Country Sausage Co., Inc.",415,41
357379,Food Town Stores Inc.,533,15
357380,"Neese Country Sausage Co., Inc.",533,15
357381,"Delhaize America, Inc.",107,28
357382,Harris-Teeter Inc.,33,30
357383,Harris-Teeter Inc.,36,28
357384,Harris-Teeter Inc.,89,28
357385,Harris-Teeter Inc.,263,19
357386,Harris-Teeter Inc.,263,19
357387,Harris-Teeter Inc.,250,20
357388,Harris-Teeter Inc.,250,20
357389,Harris-Teeter Inc.,250,20
357390,Harris-Teeter Inc.,250,20
357391,Harris-Teeter Inc.,161,56
357392,Harris-Teeter Inc.,89,56
357393,Harris-Teeter Inc.,48,31
357394,Harris-Teeter Inc.,132,34
357395,Harris-Teeter Inc.,467,30
357396,Harris-Teeter Inc.,466,29
357397,Harris-Teeter Inc.,109,129
357398,Harris-Teeter Inc.,77,130
357399,Harris-Teeter Inc.,21,121
357400,"Delhaize America, Inc.",179,28
357405,"Luquire Family Foods, LLC",56,144
357406,Royal Wine Corporation,105,38
357407,The Kroger Co.,107,56
357408,Carl Buddig & Company,140,50
357409,R G Gunnoe Farms Inc.,100,140
357410,Plantation Services of North America Inc.,0,0.6
357411,"Ahold Usa, Inc.",286,21
357412,V Patel & Sons Inc,148,100
357413,"Keenan Farms, Inc.",564,28.35
357414,Eight O'Clock Coffee,333,24
357415,"Holiday Candy Corp, Inc.",350,40
357416,Herr Foods Inc.,571,28
357417,Herr Foods Inc.,536,28
357418,Herr Foods Inc.,536,28
357419,Target Stores,345,113
357420,Target Stores,407,27
357421,"Wal-Mart Stores, Inc.",357,56
357422,ROBERTO'S,36,28
357423,"Delhaize America, Inc.",800,15
357424,"Delhaize America, Inc.",800,15
357425,Jacobsen's Toast Inc,857,14
357426,"North American Baking, Inc.",433,30
357427,"North American Baking, Inc.",400,30
357428,Wortz Company,419,31
357429,"North American Baking, Inc.",433,30
357430,Interbake Foods Inc.,519,27
357431,Interbake Foods Inc.,464,28
357432,Interbake Foods Inc.,485,33
357433,"Star Snacks Co., Inc.",500,28
357434,"Hammond's Candies Since 1920, LLC",536,28
357435,"Star Snacks Co., Inc.",550,40
357436,"Star Snacks Co., Inc.",607,28
357437,"Star Snacks Co., Inc.",571,28
357438,Family Dollar Stores Inc.,83,6
357439,FAMILYO GOURMENT,714,14
357440,Family Dollar Stores Inc.,206,17
357441,Family Dollar Stores Inc.,385,52
357442,Family Dollar Stores Inc.,404,52
357443,Family Dollar Stores Inc.,406,32
357444,Family Dollar Stores Inc.,385,52
357445,CLOVER VALLEY,370,27
357446,Campside Foods Inc,73,123
357447,Gilster Marylee  C/o Ko-Pak Inc.,419,31
357448,MOM Brands Company,414,29
357449,MOM Brands Company,407,27
357450,Storck USA LP,660,50
357451,Storck USA LP,540,50
357452,"Whole Foods Market, Inc.",321,28
357453,"Harry's Farmers Market, Ltd.",679,28
357454,Unilever Bestfoods North America,233,30
357455,Unilever Bestfoods North America,429,14
357456,TRADER JOE'S,594,32
357457,We Are Surroundings Inc.,483,29
357458,We Are Surroundings Inc.,433,30
357459,We Are Surroundings Inc.,400,30
357460,Alimentitalia / I.F.C.,80,125
357461,Alimentitalia / I.F.C.,32,125
357462,Alimentitalia / I.F.C.,64,125
357463,Ventre Packing Co Inc,56,125
357464,Alimentitalia / I.F.C.,133,60
357465,Alimentitalia / I.F.C.,167,60
357466,"Rolls Enterprises, Inc.",147,68
357467,"Rolls Enterprises, Inc.",118,68
357468,"Rolls Enterprises, Inc.",70,57
357469,"Rolls Enterprises, Inc.",143,21
357470,"Rolls Enterprises, Inc.",167,6
357471,"Rolls Enterprises, Inc.",83,6
357472,"Aryzta, LLC",365,85
357473,Amigos Food Company Inc,54,130
357474,"Faribault Foods, Inc.",64,140
357475,Berner Food & Beverage Inc.,118,34
357476,Berner Food & Beverage Inc.,281,32
357477,"Bay Valley Foods, LLC",33,30
357478,Karlin Foods Corporation,393,28
357479,American Italian Pasta Company,357,56
357480,American Italian Pasta Company,357,56
357481,"Knouse Foods, Inc./lincoln Division",71,126
357482,Vimpex International Corp.,62,113
357483,Vimpex International Corp.,62,113
357484,"Transnational Foods, Inc.",64,140
357485,"Sampco, Inc.",57,140
357486,"Public Label Brands, Inc.",63,126
357487,"Public Label Brands, Inc.",62,130
357488,CARDENAS,190,30
357489,Mennco Foods,146,28
357490,"Marquez Brothers International, Inc.",233,30
357491,Gus Sclafani Corp.,433,30
357492,Gus Sclafani Corp.,367,30
357493,"Bimbo Bakeries USA, Inc.",343,70
357494,Southern Taste,281,57
357495,GEORGIA REDS,429,56
357496,"SUNSET FARM FOODS, INC",268,56
357497,"Georgia Peach Products, Inc.",433,30
357498,H E Butt Grocery Company,500,7
357499,Harris-Teeter Inc.,357,56
357500,H E Butt Grocery Company,500,7
357501,H E Butt Grocery Company,571,7
357502,H E Butt Grocery Company,429,7
357503,H E Butt Grocery Company,429,7
357504,Harris-Teeter Inc.,375,56
357505,Harris-Teeter Inc.,571,28
357506,Harris-Teeter Inc.,571,28
357507,Harris-Teeter Inc.,233,43
357508,Family Dollar Stores Inc.,106,85
357509,Family Dollar Stores Inc.,375,8
357510,Family Dollar Stores Inc.,59,17
357511,Family Dollar Stores Inc.,0,0.7
357512,Family Dollar Stores Inc.,100,5
357513,Family Dollar Stores Inc.,263,1.9
357514,Family Dollar Stores Inc.,364,44
357515,Family Dollar Stores Inc.,69,130
357516,Family Dollar Stores Inc.,108,130
357517,Family Dollar Stores Inc.,87,115
357518,Family Dollar Stores Inc.,72,125
357519,Family Dollar Stores Inc.,42,165
357520,Family Dollar Stores Inc.,33,120
357521,Family Dollar Stores Inc.,17,30
357522,Family Dollar Stores Inc.,36,125
357523,Family Dollar Stores Inc.,25,120
357524,CHESTNUT HILL,115,130
357525,Family Dollar Stores Inc.,157,70
357526,Family Dollar Stores Inc.,54,129
357527,Family Dollar Stores Inc.,78,128
357528,Family Dollar Stores Inc.,80,113
357529,Family Dollar Stores Inc.,71,113
357530,"Johanna Foods, Inc.",112,170
357531,CABOT CREAMERY COOPERATIVE,393,28
357532,Family Dollar Stores Inc.,48,125
357533,Family Dollar Stores Inc.,78,128
357534,Family Dollar Stores Inc.,78,128
357535,Family Dollar Stores Inc.,400,30
357536,Family Dollar Stores Inc.,394,33
357537,Family Dollar Stores Inc.,387,31
357538,Family Dollar Stores Inc.,371,70
357539,Family Dollar Stores Inc.,80,56
357540,WICKLES,89,28
357541,Gonzalez & Tapanes Inc.,106,113
357542,Gonzalez & Tapanes Inc.,115,113
357543,Gonzalez & Tapanes Inc.,115,113
357544,"Unified Grocers, Inc.",357,28
357545,Zacky Farms,196,56
357546,Bar-S Foods Co.,257,113
357547,Bar-S Foods Co.,219,32
357548,Bar-S Foods Co.,219,32
357549,Bar-S Foods Co.,344,32
357550,Bar-S Foods Co.,219,32
357551,Bar-S Foods Co.,125,32
357552,Kingston Marketing Co,100,5
357554,Rich Products Corporation,212,85
357555,Rich Products Corporation,271,85
357556,"Schnuck Markets, Inc.",357,28
357557,"Schnuck Markets, Inc.",314,35
357558,Aleia's Gluten Free Foods LLC,429,14
357559,"Goya Foods, Inc.",357,42
357560,White Rose Food Corp.,356,45
357561,Target Stores,464,28
357562,FIFTY 50,594,32
357563,"The Federated Group, Inc.",88,113
357564,"The Federated Group, Inc.",400,25
357565,"The Federated Group, Inc.",360,25
357566,Famous Products Inc.,61,33
357567,"Tropical Preserving Co., Inc.",396,53
357568,"Mercado Latino, Inc.",400,30
357569,Food Town Stores Inc.,600,5
357570,Wonderful Pistachios & Almonds LLC,533,30
357571,CHESTNUT HILL,100,240
357572,CHESTNUT HILL,100,249
357573,Family Dollar Stores Inc.,393,28
357574,Family Dollar Stores Inc.,292,24
357575,Family Dollar Stores Inc.,286,28
357576,H E Butt Grocery Company,78,258
357577,My Dads Gluten Free  Products,455,22
357578,My Dads Gluten Free  Products,458,24
357579,Homefree LLC,481,27
357580,The Moran Group Incorporated,41,245
357581,"Lowe's Food Stores, Inc.",80,125
357582,"Lowe's Food Stores, Inc.",71,126
357583,"Lowe's Food Stores, Inc.",114,123
357585,"Goya Foods, Inc.",40,97
357586,"Goya Foods, Inc.",80,110
357587,"Goya Foods, Inc.",200,90
357588,"Unified Grocers, Inc.",78,90
357589,"Wal-Mart Stores, Inc.",421,19
357590,Harris-Teeter Inc.,37,245
357591,Target Stores,350,60
357592,Raymond Hadley Corp.,350,40
357593,Peruvian Import Company,340,10
357594,Reynaldo's Mexican Food Manufacturer Inc.,200,70
357595,Linda's Food Products Inc.,16,31
357596,"Goya Foods, Inc.",73,123
357597,"Wal-Mart Stores, Inc.",69,245
357598,"Wal-Mart Stores, Inc.",78,245
357599,Cardenas Markets,356,45
357600,PARROT,356,45
357601,VERDE VALLE,341,41
357602,"Little Red Rooster Ice Cream Company, Inc.",205,73
357603,CASA CARDENAS,489,18
357604,CASA CARDENAS,467,18
357605,Western Gourmet Inc,480,30
357606,"Bimbo Bakeries USA, Inc.",485,33
357607,CASA CARDENAS,571,28
357608,"Schnuck Markets, Inc.",483,29
357609,"Schnuck Markets, Inc.",472,36
357610,Harris-Teeter Inc.,16,32
357611,Harris-Teeter Inc.,33,30
357612,Harris-Teeter Inc.,33,30
357613,Harris-Teeter Inc.,33,30
357614,Harris-Teeter Inc.,81,124
357615,Harris-Teeter Inc.,75,134
357616,Harris-Teeter Inc.,118,17
357617,Harris-Teeter Inc.,375,56
357618,Harris-Teeter Inc.,375,56
357619,Harris-Teeter Inc.,357,56
357620,Harris-Teeter Inc.,375,56
357621,Harris-Teeter Inc.,357,56
357622,Harris-Teeter Inc.,375,56
357623,Harris-Teeter Inc.,375,56
357624,Harris-Teeter Inc.,62,130
357625,Harris-Teeter Inc.,42,60
357626,Harris-Teeter Inc.,136,132
357627,Harris-Teeter Inc.,71,126
357628,Harris-Teeter Inc.,76,132
357629,Harris-Teeter Inc.,136,132
357630,Harris-Teeter Inc.,56,126
357631,"AdvanDx, Inc",100,15
357632,GLORIA S.A.,300,15
357633,D' OLANCHO,0,8
357634,Grace Kennedy Co. Ltd,0,0.9
357635,Grace Kennedy Co. Ltd,0,0.7
357636,Food Town Stores Inc.,57,123
357637,Food Town Stores Inc.,81,123
357638,"Delhaize America, Inc.",33,61
357639,Food Town Stores Inc.,85,130
357640,Food Town Stores Inc.,85,130
357641,The Yofarm Company,71,113
357642,Fresh Express Incorporated,18,170
357643,"Taylor Fresh Foods, Inc.",29,85
357644,SEDONA,167,15
357645,FARAON,375,56
357646,"Marquez Brothers International, Inc.",375,56
357650,"Xenon Home Video, Inc.",567,30
357651,Woeber Mustard Mfg. Company,0,5
357652,"Publix Super Markets, Inc.",350,40
357653,"Publix Super Markets, Inc.",200,30
357654,"Goya Foods, Inc.",100,130
357655,DEMERARA GOLD,375,4
357656,Harris-Teeter Inc.,467,15
357657,Harris-Teeter Inc.,429,28
357658,Gilster Marylee  C/o Ko-Pak Inc.,237,38
357659,"Publix Super Markets, Inc.",50,140
357660,Harris-Teeter Inc.,375,32
357661,Harris-Teeter Inc.,324,34
357662,Harris-Teeter Inc.,382,34
357663,Harris-Teeter Inc.,400,35
357664,Harris-Teeter Inc.,633,30
357665,Harris-Teeter Inc.,625,32
357666,Harris-Teeter Inc.,625,32
357667,Harris-Teeter Inc.,625,32
357668,Harris-Teeter Inc.,625,32
357669,Harris-Teeter Inc.,44,113
357670,Harris-Teeter Inc.,80,113
357671,Zong Kau Wood Industry Co. Ltd,310,42
357672,Harris-Teeter Inc.,106,85
357673,Harris-Teeter Inc.,118,85
357674,Harris-Teeter Inc.,308,52
357675,Harris-Teeter Inc.,391,23
357676,Harris-Teeter Inc.,343,70
357677,Wycliff Douglas LLC,167,3
357678,Harris-Teeter Inc.,321,78
357679,"US Foods, Inc.",263,38
357680,Harris-Teeter Inc.,125,56
357681,Harris-Teeter Inc.,63,126
357682,Harris-Teeter Inc.,88,17
357683,Harris-Teeter Inc.,18,28
357684,Harris-Teeter Inc.,18,28
357685,Harris-Teeter Inc.,18,28
357686,Harris-Teeter Inc.,133,15
357687,Harris-Teeter Inc.,500,28
357688,Harris-Teeter Inc.,413,31
357689,Harris-Teeter Inc.,375,48
357690,Harris-Teeter Inc.,118,17
357691,Harris-Teeter Inc.,87,126
357692,Harris-Teeter Inc.,79,126
357693,Harris-Teeter Inc.,64,125
357694,Harris-Teeter Inc.,56,125
357695,Harris-Teeter Inc.,72,125
357696,ALVARADO ST. BAKERY,277,47
357697,Springfield Creamery Inc.,82,170
357698,Springfield Creamery Inc.,82,170
357699,Stonyfield Farm Inc,70,227
357700,MAPLE HILL CREAMERY,88,227
357701,Harris-Teeter Inc.,72,125
357702,Harris-Teeter Inc.,64,125
357703,Harris-Teeter Inc.,83,30
357704,Harris-Teeter Inc.,267,30
357705,Harris-Teeter Inc.,500,40
357706,Harris-Teeter Inc.,400,5
357707,Cucina Antica Foods Corporation,31,113
357708,Harris-Teeter Inc.,12,120
357709,Harris-Teeter Inc.,15,130
357710,Harris-Teeter Inc.,27,130
357711,Harris-Teeter Inc.,353,68
357712,Harris-Teeter Inc.,338,68
357713,Harris-Teeter Inc.,58,60
357714,Harris-Teeter Inc.,186,35
357715,Harris-Teeter Inc.,117,30
357716,Harris-Teeter Inc.,125,56
357717,Harris-Teeter Inc.,107,56
357718,Harris-Teeter Inc.,86,140
357719,Harris-Teeter Inc.,107,56
357720,Harris-Teeter Inc.,382,55
357721,Harris-Teeter Inc.,400,55
357722,WWF Operating Company,100,150
357723,Harris-Teeter Inc.,375,32
357724,"Tan Industries, Inc.",94,170
357725,"Applegate Farms, LLC",143,56
357726,"Applegate Farms, LLC",357,28
357727,"Wellshire Farms, Inc.",247,85
357728,"Applegate Farms, LLC",188,48
357729,"Applegate Farms, LLC",146,48
357730,"Applegate Farms, LLC",125,48
357731,"Applegate Farms, LLC",190,84
357732,"Applegate Farms, LLC",288,59
357733,"Bee-Lor, Inc.",246,57
357734,Cooperative Regions of Organic Producer Pools,177,113
357735,"Intermountain Natural, LLC",250,28
357736,"Intermountain Natural, LLC",250,28
357737,"Intermountain Natural, LLC",214,28
357738,Laddie Boypet Foods Inc,340,20
357739,CAVALIER,500,40
357740,HALFPOPS LLC,464,28
357741,"Lowe's Food Stores, Inc.",388,98
357742,"Lowe's Food Stores, Inc.",371,70
357743,JESBEN,45,33
357744,"Lowe's Food Stores, Inc.",125,56
357745,"The Federated Group, Inc.",47,64
357746,"Lowe's Food Stores, Inc.",349,43
357747,"Lowe's Food Stores, Inc.",364,44
357748,"Lowe's Food Stores, Inc.",364,44
357749,"Lowe's Food Stores, Inc.",352,54
357750,"Frontera Foods, Inc.",33,30
357751,JOVIAL,351,57
357752,Preferred Brands International,144,125
357753,"Wholesome Sweeteners, Inc.",273,22
357754,Mycological,286,7
357755,"American Halal Company, Inc.",117,30
357756,"Masala Pop, LLC",464,28
357757,Taza Chocolate,571,28
357758,"Seattle Chocolate Company, Inc",571,35
357759,"United Natural Foods, Inc.",367,30
357760,The Endangered Species Chocolate Co,581,43
357761,HEAVENLY ORGANICS,485,33
357762,"LesserEvil, LLC",393,28
357763,"Vermints, Inc.",500,2
357764,"Vermints, Inc.",500,2
357765,OZERY BAKERY,269,26
357766,GOOD HEALTH ENJOY BEING GOOD,500,28
357767,"Leslie's Organics, LLC",420,50
357768,"Amazonas Imports, Inc.",0,0.8
357769,"Marquez Brothers International, Inc.",33,61
357770,Wilton Enterprises Inc,250,6
357771,"Wal-Mart Stores, Inc.",200,30
357772,SILVER HILLS,256,43
357773,"The Essential Baking Company, Inc.",232,125
357774,"Once Again Nut Butter Collective, Inc.",600,30
357775,"United Natural Foods, Inc.",80,87
357776,"Stahlbush Island Farms, Inc.",79,89
357777,Jones Dairy Farm,265,113
357778,SUNSHINE BURGERS,280,75
357779,Quorn Foods Inc.,111,90
357780,"United Natural Foods, Inc.",230,113
357781,"United Natural Foods, Inc.",72,97
357782,LYFE KITCHEN,127,283
357783,"Savage River, Inc.",141,85
357784,LYFE KITCHEN,92,283
357785,"Food Collective, Inc.",109,284
357786,ARTISAN BISTRO,102,284
357787,ARTISAN BISTRO,123,284
357788,"Food Collective, Inc.",95,284
357789,Scenic Fruit Company,50,140
357790,Scenic Fruit Company,57,140
357791,"Little Rae's Bakery, Inc.",486,37
357792,CHUCKANUT BAY,327,113
357793,TRADER JOE'S,400,30
357794,LESSER EVIL,393,28
357795,Vigo Importing Company,339,56
357796,"Ahold Usa, Inc.",367,30
357797,"Weis Markets, Inc.",714,14
357798,Bel Brands USA Inc.,357,28
357799,"Weis Markets, Inc.",391,23
357800,EL VIAJERO,286,28
357801,"Weis Markets, Inc.",353,17
357802,"Weis Markets, Inc.",310,29
357803,"Weis Markets, Inc.",370,27
357804,"Weis Markets, Inc.",370,27
357805,"Weis Markets, Inc.",370,27
357806,"Weis Markets, Inc.",379,29
357807,WEIS QUALITY,379,29
357808,WEIS QUALITY,400,30
357809,WEIS,53,150
357810,WEIS QUALITY,417,48
357811,"The Hain Celestial Group, Inc.",333,15
357812,"The Hain Celestial Group, Inc.",400,15
357813,Dole Packaged Foods Company,207,92
357814,"Post Consumer Brands, LLC",400,30
357815,Mi Ranchito Mexican Food Products Inc.,495,28.3
357816,Blue Diamond Growers,571,28
357817,"Topco Associates, Inc.",607,28
357818,"Topco Associates, Inc.",275,40
357824,WEIS QUALITY,431,51
357825,"Weis Markets, Inc.",400,55
357826,WEIS QUALITY,367,30
357827,"Weis Markets, Inc.",367,30
357828,"Weis Markets, Inc.",394,33
357829,"Weis Markets, Inc.",405,42
357830,"Weis Markets, Inc.",400,30
357831,"Weis Markets, Inc.",385,26
357832,"Weis Markets, Inc.",357,28
357833,WEIS QUALITY,414,29
357834,WEIS QUALITY,345,55
357835,"Weis Markets, Inc.",340,50
357836,"Weis Markets, Inc.",405,42
357837,"Weis Markets, Inc.",367,30
357838,The Moran Group Incorporated,118,17
357848,"ALLIED OLD ENGLISH, INC.",111,18
357849,SILVER HILLS,270,37
357850,"Turtle Island Foods, Inc.",228,79
357851,Power-Selles Imports,224,42
357852,"Theo Chocolate, Inc.",476,42
357853,"Weis Markets, Inc.",319,113
357854,WEIS QUALITY,343,70
357855,"Weis Markets, Inc.",383,60
357856,"Weis Markets, Inc.",377,69
357857,WEIS QUALITY,370,46
357858,The Moran Group Incorporated,333,15
357859,The Moran Group Incorporated,83,18
357860,"Weis Markets, Inc.",354,65
357861,"Weis Markets, Inc.",375,64
357862,The Moran Group Incorporated,375,56
357863,WEIS QUALITY,357,28
357864,WEIS QUALITY,357,28
357865,WEIS QUALITY,343,35
357866,WEIS QUALITY,343,35
357867,WEIS QUALITY,343,35
357868,WEIS QUALITY,343,35
357869,WEIS QUALITY,343,35
357870,WEIS QUALITY,343,35
357871,N.K. Hurst Company,343,35
357872,Rhee Bros. Inc.,341,4.4
357873,The Moran Group Incorporated,41,245
357874,The Moran Group Incorporated,58,138
357875,The Moran Group Incorporated,96,125
357876,The Moran Group Incorporated,71,252
357877,Cassone Food Products Inc.,586,28
357878,Costco Companies Inc.,250,40
357879,WEIS QUALITY,333,33
357880,"Weis Markets, Inc.",485,33
357881,"Weis Markets, Inc.",481,27
357882,"Weis Markets, Inc.",464,28
357883,"Weis Markets, Inc.",472,36
357884,"Weis Markets, Inc.",472,36
357885,"Weis Markets, Inc.",500,36
357886,"Weis Markets, Inc.",531,32
357887,WEIS QUALITY,467,30
357888,"Weis Markets, Inc.",500,30
357889,"Weis Markets, Inc.",493,28.4
357890,"Weis Markets, Inc.",458,28.4
357891,"Weis Markets, Inc.",400,35
357892,"Weis Markets, Inc.",370,46
357893,"Weis Markets, Inc.",357,28
357894,"Weis Markets, Inc.",357,28
357895,"Weis Markets, Inc.",385,26
357896,"Weis Markets, Inc.",385,26
357897,"Weis Markets, Inc.",393,28
357898,"Weis Markets, Inc.",393,28
357899,"Weis Markets, Inc.",393,28
357900,"Weis Markets, Inc.",464,28
357901,"Weis Markets, Inc.",429,28
357902,"Weis Markets, Inc.",393,28
357903,"Dbc, Inc.",500,18
357904,"Real Torino, Inc.",364,33
357905,LU PETIT ECOLIER,520,25
357906,Kingston Marketing Co,400,15
357907,"Topco Associates, Inc.",27,113
357908,"Topco Associates, Inc.",57,245
357909,"UTZ Quality Foods, Inc.",643,28
357910,"Weis Markets, Inc.",536,28
357911,"Weis Markets, Inc.",393,28
357912,"Popcorn, Indiana LLC",464,28
357913,UTZ,536,28
357914,"Weis Markets, Inc.",429,28
357915,"Weis Markets, Inc.",400,10
357916,"Weis Markets, Inc.",607,28
357917,"Weis Markets, Inc.",536,28
357918,"Weis Markets, Inc.",643,28
357919,"Weis Markets, Inc.",607,28
357920,"Weis Markets, Inc.",607,28
357921,Harris-Teeter Inc.,481,27
357922,Harris-Teeter Inc.,364,22
357923,Harris-Teeter Inc.,340,47
357924,The Moran Group Incorporated,21,121
357925,"Great Lakes International Trading, Inc.",258,40
357926,"Crunchies Natural Food Company, LLC",357,7
357927,"Weis Markets, Inc.",351,37
357928,HARGIS HOUSE,183,60
357929,"Weis Markets, Inc.",263,57
357930,WEIS,246,57
357931,The Moran Group Incorporated,78,245
357932,The Moran Group Incorporated,110,245
357933,HARRIS TEETER,28,123
357934,Harris-Teeter Inc.,467,30
357935,The Moran Group Incorporated,90,245
357936,The Moran Group Incorporated,78,245
357938,WEIS QUALITY,88,125
357939,WEIS QUALITY,72,125
357940,"Soupman, Inc.",102,245
357941,"Weis Markets, Inc.",49,245
357942,GOLD EMBLEM ABOUND,467,30
357943,Turkey Hill Dairy Inc.,242,66
357944,The Moran Group Incorporated,372,43
357945,The Moran Group Incorporated,455,55
357946,The Moran Group Incorporated,400,55
357947,The Moran Group Incorporated,358,53
357948,The Moran Group Incorporated,373,59
357949,The Moran Group Incorporated,0,1
357950,WEIS QUALITY,37,245
357951,"Weis Markets, Inc.",65,245
357952,"Chung's Foods, Inc.",191,89
357953,WEIS QUALITY,41,245
357954,WEIS QUALITY,37,245
357955,"Weis Markets, Inc.",153,85
357956,"Weis Markets, Inc.",25,242
357957,Del Monte Foods Inc.,48,126
357958,The Moran Group Incorporated,378,37
357959,"Osi Industries, LLC",312,64
357960,"Osi Industries, LLC",325,77
357961,J&J Snack Foods Corp,250,52
357962,"Goya Foods, Inc.",225,102
357963,"Angie's Artisan Treats, LLC",429,28
357964,"Nutiva, Inc.",500,12
357965,Steve Ross Enterprises,582,28
357966,"American Halal Company, Inc.",429,28
357967,"Newman's Own, Inc.",424,33
357968,Cadia,520,25
357969,Maple Grove Farms Of Vermont Inc.,6,240
357970,WEIS QUALITY,11,236
357971,WEIS QUALITY,11,236
357972,WEIS QUALITY,8,238
357973,WEIS QUALITY,11,236
357974,"Weis Markets, Inc.",278,9
357975,WEIS QUALITY,375,16
357976,Hormel Foods Corporation,92,283
357977,Harris-Teeter Inc.,88,227
357978,Harris-Teeter Inc.,78,115
357980,Lee Kum Kee Co. Ltd.,214,56
357981,PATAK'S,107,140
357982,PATAK'S,86,140
357983,Pastificio Lucio Garofalo Spa,375,56
357984,Hodgson Mill Inc,368,57
357985,"Weis Markets, Inc.",53,85
357986,"Weis Markets, Inc.",33,92
357987,"Wal-Mart Stores, Inc.",18,85
357988,WEIS QUALITY,167,36
357989,"Weis Markets, Inc.",73,62
357990,"Weis Markets, Inc.",48,62
357991,"Weis Markets, Inc.",48,62
357992,"Weis Markets, Inc.",333,6
357993,"Beaverton Foods, Inc.",200,5
357994,"Weis Markets, Inc.",323,6.2
357995,"Weis Markets, Inc.",200,5
357996,"Weis Markets, Inc.",100,5
357997,"Weis Markets, Inc.",200,5
357998,"Weis Markets, Inc.",100,5
357999,WEIS QUALITY,100,5
358000,WEIS QUALITY,200,5
358001,"Weis Markets, Inc.",100,5
358002,WEIS QUALITY,0,5
358003,WEIS QUALITY,0,5
358004,WEIS QUALITY,0,5
358005,"Weis Markets, Inc.",400,5
358006,WEIS QUALITY,357,7
358007,WEIS QUALITY,300,10
358008,THE SPICE HUNTER,312,1.6
358009,WEIS QUALITY,769,13
358010,"Walden Farms, Inc.",0,15
358011,Haddon House Food Products Inc,667,15
358012,Haddon House Food Products Inc,333,15
358013,Haddon House Food Products Inc,300,15
358014,Haddon House Food Products Inc,733,15
358015,"Weis Markets, Inc.",286,14
358016,WEIS QUALITY,286,14
358017,WEIS QUALITY,769,13
358018,WEIS QUALITY,250,14
358019,WEIS QUALITY,769,13
358020,WEIS QUALITY,278,1.8
358021,The Moran Group Incorporated,367,30
358022,Food Town Stores Inc.,395,38
358023,Food Town Stores Inc.,405,42
358024,Food Town Stores Inc.,375,32
358025,Food Town Stores Inc.,406,32
358026,Food Town Stores Inc.,349,43
358027,Food Town Stores Inc.,321,28
358028,Food Town Stores Inc.,357,28
358029,Food Town Stores Inc.,371,35
358030,Food Town Stores Inc.,387,31
358031,Sugar Foods Corporation,429,7
358032,WEIS QUALITY,429,7
358033,WEIS QUALITY,429,7
358034,"Ken's Foods, Inc.",533,30
358035,"Bay Valley Foods, LLC",500,30
358036,"Bay Valley Foods, LLC",267,30
358037,Cucina Antica Foods Corporation,33,30
358038,"The Hain Celestial Group, Inc.",857,14
358039,Xlear Inc.,157,1.08
358040,"Up Country Naturals Of Vermont, Inc.",222,4.5
358041,"McCormick & Company, Inc.",375,4
358042,Pinnacle Foods Group LLC,241,141
358043,Pinnacle Foods Group LLC,223,139
358044,NOT A BRANDED ITEM,357,70
358045,WEIS QUALITY,253,150
358046,"Rocky Mountain Natural Meats, Inc.",168,113
358047,WEIS QUALITY,155,226
358048,"Weis Markets, Inc.",62,113
358049,WEIS QUALITY,100,130
358050,"Weis Markets, Inc.",123,130
358051,"Weis Markets, Inc.",115,130
358052,"Weis Markets, Inc.",115,130
358053,"Weis Markets, Inc.",108,130
