ID,COMPANY,CALS,WEIGHT
1106536,Foster Poultry Farms,125,56
1106537,"Juanita's Foods, Inc.",0,5
1106538,Conservas La Costena S.A.,588,17
1106539,Smithfield Packaged Meats Corp.,357,28
1106540,"Reser's Fine Foods, Inc.",136,110
1106541,"Premier Organics, Inc.",562,32
1106542,"Bay Valley Foods, LLC",400,30
1106543,"Colavita USA, LLC ",375,56
1106544,"Colavita USA, LLC ",375,56
1106545,"Snyder's-Lance, Inc.",520,25
1106546,Five Star Organics LLC ,571,42
1106547,Five Star Organics LLC ,500,42
1106548,Five Star Organics LLC ,500,42
1106549,Orkla Confectionery and Snacks Finland Ab,312,32
1106550,Clif Bar and Company,350,20
1106551,Roadhouse Grill Inc.,133,150
1106552,Springfield Creamery Inc.,106,170
1106553,Stonyfield Farm Inc,87,150
1106554,Stonyfield Farm Inc,107,150
1106555,Stonyfield Farm Inc,107,150
1106556,Stonyfield Farm Inc,120,150
1106557,"The Promotion In Motion Companies, Inc.",314,25.5
1106558,"Dairyfood USA, Inc.",250,28
1106559,"Belgioioso Cheese, Inc.",250,28
1106560,All-N-Food,111,36
1106561,Mississippi Barbecue Sauce Co.,194,36
1106562,Mississippi Barbecue Sauce Co.,194,36
1106563,"T. W. GARNER FOOD COMPANY, INC.",464,28
1106565,Pura Stainless LLC ,325,40
1106566,Pura Stainless LLC ,304,23
1106567,Taza Chocolate,571,35
1106568,The Endangered Species Chocolate Co,571,28
1106569,Mission Foods Inc ,300,70
1106570,"Topco Associates, Inc.",500,28
1106571,Wehah Farm Inc,500,28
1106572,JFC International Inc.,433,30
1106573,YAMAMOTOYAMA,400,2.5
1106574,S & B Shokuhin Company Ltd,286,7
1106575,"Ventura Foods, L.L.C.",156,32
1106576,"Musco Olive Products, Inc.",94,16
1106577,"Musco Olive Products, Inc.",107,14
1106578,Lily's Sweets,425,40
1106579,Lily's Sweets,425,40
1106580,Lily's Sweets,400,40
1106581,Glorybee Honey & Supplies,286,21
1106582,Glorybee Honey & Supplies,286,21
1106583,"Justin's, LLC",562,32
1106584,"Premier Organics, Inc.",656,32
1106585,Lindt & Sprungli (Schweiz) AG,667,30
1106586,Cellas Confections Inc.,349,43
1106587,"The Promotion In Motion Companies, Inc.",548,42
1106588,"Domino Foods, Inc.",375,4
1106589,G.D. Roberts & Company Inc ,333,30
1106590,G.D. Roberts & Company Inc ,333,30
1106591,"The Topps Company, Inc.",350,40
1106592,"Jovial Foods, Inc.",333,30
1106593,Joyva Corp,684,57
1106594,Peach Records Associates LLC,133,350
1106595,Peach Records Associates LLC,161,350
1106596,Peach Records Associates LLC,138,100
1106597,Peach Records Associates LLC,155,100
1106598,Peach Records Associates LLC,145,125
1106599,"Colavita USA, LLC ",371,35
1106600,Barilla G & R F.Lli S.P.A.,357,56
1106601,"The Hain Celestial Group, Inc.",500,28
1106602,"The Hain Celestial Group, Inc.",500,28
1106603,"MacFarms, LLC",714,28
1106604,"Eden Foods, Inc.",606,33
1106605,McCall Farms Inc,25,120
1106606,"Giorgio Foods, Inc.",17,115
1106607,"Brandstorm Inc,",350,40
1106608,BAZOOKA,333,6
1106609,"Greenleaf Foods, SPC",167,84
1106610,"Hope Foods, LLC ",143,28
1106611,Pinnacle Foods Group LLC,101,89
1106612,"Morton Salt, Inc.",0,1.200000048
1106613,Magic Seasoning Blends Inc.,0,0.899999976
1106614,Ouhlala Gourmet Corp,76,119
1106615,"United Natural Foods, Inc.",31,227
1106616,"United Natural Foods, Inc.",14,140
1106617,"B&G Foods North America, Inc. ",371,35
1106618,"That's It Nutrition, LLC ",286,35
1106619,"That's It Nutrition, LLC ",286,35
1106620,"Reser's Fine Foods, Inc.",132,220
1106621,"Reser's Fine Foods, Inc.",125,200
1106622,"Clougherty Packing, LLC",296,98
1106623,"Faribault Foods, Inc.",100,130
1106624,"Faribault Foods, Inc.",92,130
1106625,"United Natural Foods, Inc.",0,53
1106626,"United Natural Foods, Inc.",364,55
1106627,"United Natural Foods, Inc.",364,55
1106628,NOT A BRANDED ITEM,340,100
1106629,Eldorado Trading Company,219,105
1106630,S & B Shokuhin Company Ltd,333,4.5
1106631,Dr. Desai Soap LLC,0,1
1106632,"Domino Foods, Inc.",375,4
1106633,Sokol And Company,211,38
1106634,Sokol And Company,189,37
1106635,Sokol And Company,194,36
1106636,Sokol And Company,306,36
1106637,"Topco Associates, Inc.",28,127
1106638,"Topco Associates, Inc.",21,121
1106639,"Topco Associates, Inc.",24,123
1106640,McCall Farms Inc,85,129
1106641,McCall Farms Inc,117,137
1106642,"B&G Foods, Inc.",250,4
1106643,"Maruchan, Inc.",453,64
1106644,"Unified Grocers, Inc.",424,33
1106645,"B&G Foods North America, Inc. ",389,72
1106646,"Weis Markets, Inc.",377,61
1106647,Cumberland Packing Corp.,0,1
1106648,"Bell-Carter Foods, LLC",156,16
1106649,"B&G Foods, Inc.",18,28
1106650,"B&G Foods, Inc.",18,28
1106651,M. A.  Gedney Company,100,15
1106652,"B&G Foods, Inc.",36,28
1106653,Mount Olive Pickle Company Inc.,100,15
1106654,Mount Olive Pickle Company Inc.,18,28
1106655,"Furman Foods, Inc.",42,60
1106656,"First Touch Sports, Inc.",367,30
1106657,"TH Foods, Inc.",467,30
1106658,"The Hain Celestial Group, Inc.",571,28
1106659,"Snyder's-Lance, Inc.",500,28
1106660,Smithfield Packaged Meats Corp.,450,10
1106661,"Jennie-O Turkey Store, Inc.",179,56
1106663,The Jel Sert Company,364,22
1106664,"Publix Super Markets, Inc.",371,35
1106665,"Furman Foods, Inc.",22,116
1106666,"Furman Foods, Inc.",29,120
1106667,"Furman Foods, Inc.",22,116
1106668,"Furman Foods, Inc.",22,116
1106669,"Furman Foods, Inc.",22,116
1106670,"Furman Foods, Inc.",21,118
1106671,"Furman Foods, Inc.",25,120
1106672,"Furman Foods, Inc.",33,122
1106673,4C Foods Corp.,400,5
1106674,"Alanric Food Distributors, Inc.",71,100
1106675,"Furman Foods, Inc.",43,117
1106676,"Ventura Foods, L.L.C.",200,30
1106677,Mariani Packing Company,533,30
1106679,"Musco Olive Products, Inc.",94,16
1106680,Olds Products Company of Illinois,100,5
1106681,Olds Products Company of Illinois,100,5
1106682,Olds Products Company of Illinois,0,5
1106683,Famous Products Inc.,184,38
1106684,Del Monte Foods Inc.,48,124
1106685,Del Monte Foods Inc.,78,128
1106686,L and S Packing Co Inc,56,125
1106687,L and S Packing Co Inc,80,125
1106688,"Sandwich Bros. of Wisconsin, LLC",375,64
1106689,McCall Farms Inc,25,118
1106690,"Bimbo Bakeries USA, Inc.",412,80
1106691,T. Marzetti Company,500,7
1106692,Guayaki Herbal Products,167,3
1106693,"Mizkan America, Inc.",100,5
1106694,Glorybee Honey & Supplies,375,4
1106695,Roadhouse Grill Inc.,114,140
1106696,"Mizkan America, Inc.",100,5
1106697,TRZ Marketing,106,33
1106698,"B&G Foods, Inc.",122,131
1106699,Barilla G & R F.Lli S.P.A.,357,56
1106700,"B&G Foods, Inc.",17,30
1106701,"Simply Fresh, LLC",133,30
1106702,"Topco Associates, Inc.",536,28
1106703,"Topco Associates, Inc.",536,28
1106704,Woody's Macayo Inc.,36,28
1106705,El Pinto Inc.,32,31
1106706,Woody's Macayo Inc.,32,31
1106707,Garden of Light Inc.,400,50
1106708,"Bob's Red Mill Natural Foods, Inc.",414,29
1106709,"Post Consumer Brands, LLC",345,55
1106710,Hammons Products Company,867,15
1106711,"Colavita USA, LLC ",375,56
1106712,"Colavita USA, LLC ",375,56
1106713,"Mizkan America, Inc.",64,125
1106714,Royal Wine Corporation,429,14
1106715,Victoria Fine Foods LLC,62,113
1106716,Victoria Fine Foods LLC,62,113
1106717,Wakefern Food Corporation,24,123
1106718,4C Foods Corp.,400,25
1106719,Schulze & Burch Biscuit Co.,375,104
1106720,Blue Diamond Growers,433,30
1106721,Wakefern Food Corporation,33,61
1106722,Pastene & Company Inc.,33,61
1106723,Pastene & Company Inc.,33,61
1106724,Wakefern Food Corporation,393,28
1106725,4C Foods Corp.,357,28
1106726,4C Foods Corp.,357,28
1106727,4C Foods Corp.,357,28
1106728,"B&G Foods, Inc.",300,5
1106729,"B&G Foods, Inc.",300,5
1106730,"Wal-Mart Stores, Inc.",160,100
1106731,"Seapoint Farms, LLC",444,22.5
1106732,McIlhenny Company,30,33
1106733,DeMet's Candy Company LLC,515,33
1106734,"The Hain Celestial Group, Inc.",536,28
1106735,Concord Foods LLC,316,19
1106736,"Giorgio Foods, Inc.",17,115
1106737,"UTZ Quality Foods, LLC",500,28
1106738,"The Hain Celestial Group, Inc.",536,28
1106739,Wakefern Food Corporation,409,11
1106740,Conservas La Costena S.A.,31,130
1106741,"Hy-Vee, Inc.",400,5
1106742,Reese Hydro - Farms,360,50
1106743,Dean Foods Company,234,141
1106744,"Turtle Island Foods, Inc.",244,213
1106745,Sophie's Kitchen Inc.,277,65
1106746,"Late July Snacks, LLC",469,32
1106747,"TH Foods, Inc.",467,30
1106748,"Late July Snacks, LLC",464,28
1106749,Stella D'Oro Biscuit Co Inc,409,22
1106751,"DiBella, Inc.",484,31
1106752,Stella D'Oro Biscuit Co Inc,387,31
1106753,"DiBella, Inc.",452,31
1106754,Pinnacle Foods Group LLC,194,227
1106755,Sam Mills USA LLC ,452,31
1106756,"The Hain Celestial Group, Inc.",0,5
1106757,Pinnacle Foods Group LLC,259,58
1106758,"Burnette Foods, Inc.",77,130
1106759,"Public Label Brands, Inc.",17,30
1106760,Rumiano Cheese Co.,393,28
1106761,"Wellshire Farms, Inc.",125,56
1106762,Cooperative Regions of Organic Producer Pools,393,28
1106763,Colonna Brothers,400,5
1106764,"Transnational Foods, Inc.",22,113
1106765,T. Marzetti Company,214,28
1106766,"Wellshire Farms, Inc.",196,56
1106767,"B&G Foods North America, Inc. ",714,14
1106768,Riviana Foods Inc.,333,45
1106769,"C.P. Food Products, Inc.",90,145
1106770,"Oregon Ice Cream, LLC",143,63
1106771,"The Hain Celestial Group, Inc.",179,78
1106772,"The Hain Celestial Group, Inc.",179,78
1106773,Brittany Records,140,57
1106774,Dean Foods Company,255,141
1106775,"Oregon Ice Cream, LLC",256,90
1106776,Dean Foods Company,248,141
1106777,"Oregon Ice Cream, LLC",225,89
1106778,"Tree of Life, Inc.",433,30
1106779,Jo's Candies LLC,441,34
1106780,"Marquez Brothers International, Inc.",184,38
1106781,Stonyfield Farm Inc,100,150
1106782,"Michael Angelo's Gourmet Foods, Inc",85,283
1106783,Pinnacle Foods Group LLC,351,57
1106784,Feel Good Foods I LLC,118,85
1106785,Sweet Earth Natural Foods,172,198
1106786,"The Hain Celestial Group, Inc.",0,2
1106787,Private Label Foods,0,5
1106788,"Colavita USA, LLC ",800,15
1106789,Conservas La Costena S.A.,123,122
1106790,Conservas La Costena S.A.,116,121
1106791,Conservas La Costena S.A.,75,120
1106792,La Costena USA,85,130
1106793,La Costena USA,69,130
1106794,La Costena USA,69,130
1106795,La Costena USA,85,130
1106796,Tillamook County Creamery Association,381,21
1106797,Vitarroz International Foods LLC,200,20
1106798,JonnyPops LLC,179,78
1106799,JonnyPops LLC,179,78
1106800,JonnyPops LLC,167,78
1106801,Wyler Foods/division Of Borden,143,3.5
1106802,Gold's Pure Foods LLC,200,5
1106803,"B&G Foods, Inc.",0,1
1106804,Gilster Marylee  C/o Ko-Pak Inc.,361,61
1106805,Karlin Foods Corporation,364,22
1106806,T. Marzetti Company,500,7
1106807,Bel Brands USA Inc.,300,20
1106808,"Agri-Mark, Inc.",393,28
1106809,HP Hood LLC,357,28
1106810,"Borden, Inc.",357,28
1106811,"Bliss Unlimited, LLC",300,120
1106812,"Bliss Unlimited, LLC",208,125
1106813,"Bliss Unlimited, LLC",221,122
1106814,"Bliss Unlimited, LLC",242,124
1106815,"Bliss Unlimited, LLC",210,124
1106816,"Bliss Unlimited, LLC",221,122
1106817,"Bliss Unlimited, LLC",221,131
1106818,"Bliss Unlimited, LLC",250,128
1106819,"Bliss Unlimited, LLC",206,68
1106820,"Bliss Unlimited, LLC",299,67
1106821,"Bliss Unlimited, LLC",238,126
1106822,"Bliss Unlimited, LLC",244,127
1106823,"Bliss Unlimited, LLC",238,126
1106824,"Bliss Unlimited, LLC",234,124
1106825,"Bliss Unlimited, LLC",206,68
1106826,"Bliss Unlimited, LLC",224,67
1106827,"Bliss Unlimited, LLC",312,77
1106828,PANOS Brands LLC ,160,100
1106829,Joyva Corp,452,42
1106830,Gorton's of Gloucester ,111,126
1106831,AdvancePierre Foods Inc.,186,70
1106832,Gorton's of Gloucester ,67,105
1106833,Mahco Inc,293,82
1106834,Mahco Inc,292,113
1106835,La Canasta Mexican Foods Inc.,31,32
1106836,"Topco Associates, Inc.",541,37
1106837,Cafe Valley Inc,368,57
1106838,Garden of Light Inc.,400,50
1106839,"Dole Packaged Foods, LLC",250,48
1106840,Jasper Wyman & Son,50,140
1106841,"Dewafelbakkers, Inc.",222,117
1106842,KCCP Distribution Co LLC,211,45
1106843,Bella Foods,33,30
1106844,Avb Corp.,267,45
1106845,Avb Corp.,275,40
1106846,"Bravo Restaurants, Inc.",264,121
1106847,Conopco Inc.,202,129
1106848,The Leavitt Corporation,594,32
1106849,"Borden, Inc.",412,17
1106850,"Borden, Inc.",316,19
1106851,"Borden, Inc.",316,19
1106852,"Borden, Inc.",304,23
1106853,"Borden, Inc.",304,23
1106854,"Batampte Pickle Products, Inc.",0,28
1106855,Bob Evans Farms Inc,133,45
1106856,"B&G Foods North America, Inc. ",59,17
1106857,"B&G Foods North America, Inc. ",194,18
1106859,"Godiva Chocolatier, Inc.",525,40
1106860,Cafe Valley Inc,394,99
1106861,Kirby Foods Inc.,70,270
1106862,Arizona Babies L.L.C.,139,36
1106863,"Goya Foods, Inc. ",108,130
1106864,DEL SUR,343,17.5
1106865,"Goya Foods, Inc. ",375,8
1106866,Peruvian Import Company,180,5
1106867,"Goya Foods, Inc. ",375,8
1106868,Wortz Company,500,30
1106869,Schulze & Burch Biscuit Co.,375,104
1106870,"Saputo Dairy Foods USA, LLC",80,113
1106871,HP Hood LLC,194,31
1106872,Smithfield Packaged Meats Corp.,196,56
1106873,"B&G Foods, Inc.",133,15
1106874,"B&G Foods, Inc.",133,15
1106875,"Colavita USA, LLC ",150,30
1106876,Gilda Industries Inc.,467,30
1106877,"Northgate Gonzalez, Inc.",62,130
1106878,Smithfield Packaged Meats Corp.,339,56
1106879,"B&G Foods North America, Inc. ",464,28
1106880,"B&G Foods North America, Inc. ",464,28
1106881,"Hostess Brands, LLC",426,54
1106882,"Lane Automotive, Inc.",100,15
1106883,Orkla Confectionery and Snacks Finland Ab,325,40
1106884,Orkla Confectionery and Snacks Finland Ab,325,40
1106885,Charms Company,375,16
1106886,The Carrington Tea Company LLC.,0,0.25
1106887,"Key Food Stores Co-Operative, Inc.",400,15
1106888,"The Topps Company, Inc.",333,6
1106889,"B&G Foods, Inc.",0,1
1106890,Conservas La Costena S.A.,35,130
1106891,Conservas La Costena S.A.,35,130
1106892,Desert Pepper Trading Co.,106,33
1106893,Harris-Teeter Inc.,64,140
1106894,"Kent Precision Foods Group, Inc.",250,2
1106895,"Kent Precision Foods Group, Inc.",375,12
1106896,"Kent Precision Foods Group, Inc.",294,17
1106897,"Goya Foods, Inc. ",21,121
1106898,"Eden Foods, Inc.",42,60
1106899,"Colavita USA, LLC ",375,56
1106900,"Colavita USA, LLC ",375,56
1106901,"Colavita USA, LLC ",375,56
1106902,"Colavita USA, LLC ",375,56
1106903,"Colavita USA, LLC ",375,56
1106904,"Colavita USA, LLC ",375,56
1106905,"Colavita USA, LLC ",375,56
1106906,"Colavita USA, LLC ",375,56
1106907,"Colavita USA, LLC ",375,56
1106908,"Colavita USA, LLC ",375,56
1106909,"Colavita USA, LLC ",375,56
1106910,"Colavita USA, LLC ",375,56
1106911,"Colavita USA, LLC ",375,56
1106912,"Colavita USA, LLC ",375,56
1106913,"Colavita USA, LLC ",375,56
1106914,"Colavita USA, LLC ",375,56
1106915,GUNTHER'S GOURMET,67,15
1106916,"Crown Prince, Inc.",192,120
1106917,Turkey Hill Dairy Inc.,227,66
1106918,Conservas La Costena S.A.,529,17
1106919,CJK Foods,607,28
1106920,Glencourt Inc.,375,40
1106921,McCall Farms Inc,25,118
1106922,"Equal Exchange, Inc.",600,15
1106923,"Equal Exchange, Inc.",371,35
1106924,Garden of Light Inc.,467,30
1106925,Brady Enterprises Inc,357,28
1106926,"JH BIOTECH, INC.",379,29
1106927,GS1 Ireland,375,40
1106928,"Whole Foods Market, Inc.",421,38
1106929,"Whole Foods Market, Inc.",375,40
1106930,"Whole Foods Market, Inc.",379,58
1106931,"Whole Foods Market, Inc.",387,31
1106932,"Whole Foods Market, Inc.",385,39
1106933,"Whole Foods Market, Inc.",439,57
1106934,Turkey Hill Dairy Inc.,241,87
1106935,Turkey Hill Dairy Inc.,229,70
1106936,Turkey Hill Dairy Inc.,245,94
1106937,Turkey Hill Dairy Inc.,178,90
1106938,Conservas La Costena S.A.,33,30
1106939,Conservas La Costena S.A.,17,30
1106940,Empac San Marcos,67,30
1106941,Conservas La Costena S.A.,17,30
1106942,Conservas La Costena S.A.,33,30
1106943,"Dole Packaged Foods, LLC",85,234
1106944,Del Monte Foods Inc.,94,128
1106945,NATURE'S PATH,257,70
1106946,The Harrell Sisters,600,30
1106947,The Harrell Sisters,600,30
1106948,"Bumble Bee Foods, LLC",125,56
1106949,"Continental Mills, Inc. ",367,30
1106950,"Unified Grocers, Inc.",421,76
1106951,4C Foods Corp.,0,0.952000022
1106952,"Dole Packaged Foods, LLC",41,85
1106953,Friendly Ice Cream Corp.,209,67
1106954,"Goya Foods, Inc. ",433,30
1106955,Panapesca USA Corp.,71,112
1106956,"Unified Grocers, Inc.",0,0.25
1106957,California and Hawaiian Sugar Company,375,4
1106958,"Goya Foods, Inc. ",82,122
1106959,McCall Farms Inc,101,129
1106960,Green Bay Dressed Beef LLC,294,85
1106961,"Domino Foods, Inc.",375,4
1106962,Dean Foods Company,262,141
1106963,Dean Foods Company,245,106
1106964,Turkey Hill Dairy Inc.,207,87
1106965,"Snyder's-Lance, Inc.",571,28
1106966,Olympic Ice Cream Co.Inc.,75,133
1106967,"Newman's Own, Inc.",400,28
1106968,Hormel Foods Corporation ,132,34
1106969,"Wise Foods, Inc.",156,32
1106970,Magic Seasoning Blends Inc.,0,0.600000024
1106971,"Morton Salt, Inc.",0,3.5
1106972,Southwest Specialty Food Inc.,286,28
1106973,"Wise Foods, Inc.",536,28
1106974,American Roland Food LLC,400,20
1106975,"Lyrical Foods, inc",182,33
1106976,GS1 Mexico,500,28
1106977,"Wal-Mart Stores, Inc.",96,240
1106978,4C Foods Corp.,367,30
1106979,"Domino Foods, Inc.",375,4
1106980,4C Foods Corp.,367,30
1106981,4C Foods Corp.,400,30
1106982,"Domino Foods, Inc.",375,4
1106983,"Bay Valley Foods, LLC",357,56
1106984,Riviana Foods Inc.,357,56
1106985,"Continental Mills, Inc. ",441,34
1106986,"The Hain Celestial Group, Inc.",175,80
1106987,"Domino Foods, Inc.",375,4
1106988,Cumberland Packing Corp.,0,1
1106989,Louisiana Fish Fry Ltd.,350,20
1106990,Gilda Industries Inc.,389,18
1106991,"Goya Foods, Inc. ",544,25
1106992,Gilda Industries Inc.,400,15
1106993,"Goya Foods, Inc. ",597,31
1106994,"Goya Foods, Inc. ",544,25
1106995,"Goya Foods, Inc. ",464,25
1106996,Jasper Wyman & Son,57,140
1106997,"Oregon Ice Cream, LLC",250,40
1106998,"Bimbo Bakeries USA, Inc.",400,50
1106999,"The Hain Celestial Group, Inc.",0,3
1107000,"The Hain Celestial Group, Inc.",0,2
1107001,"La Tourangelle, Inc",867,15
1107002,Sugar Foods Corporation,429,7
1107003,"Wal-Mart Stores, Inc.",375,24
1107004,"Wal-Mart Stores, Inc.",393,28
1107005,"George DeLallo Co., Inc.",30,83
1107006,Welch Foods Inc,250,20
1107007,Welch Foods Inc,250,20
1107008,Charles Jacquin Et Cie Inc.,200,20
1107009,"Black Bear Enterprise, Inc.",357,28
1107010,Savencia Cheese USA LLC,286,28
1107011,Savencia Cheese USA LLC,348,23
1107012,Emmi Schweiz AG,393,28
1107013,Sabra Dipping Company LLC,263,57
1107014,"Lane Automotive, Inc.",426,47
1107015,Olds Products Company of Illinois,200,5
1107016,Olds Products Company of Illinois,200,5
1107017,The Moran Group Incorporated,45,245
1107018,"Magic Straws, LLC",378,4.5
1107019,"Magic Straws, LLC",356,4.5
1107020,"Table Talk Pies, Inc.",246,114
1107021,"Table Talk Pies, Inc.",246,114
1107022,"Table Talk Pies, Inc.",246,114
1107023,"Maplehurst Bakeries, LLC",417,60
1107024,"Avomex, Inc.",200,30
1107025,"Table Talk Pies, Inc.",264,125
1107026,"Ventura Foods, L.L.C.",194,31
1107027,"Table Talk Pies, Inc.",246,114
1107028,"Table Talk Pies, Inc.",237,114
1107029,"John Volpi & Co., Inc.",321,28
1107030,"John Volpi & Co., Inc.",321,28
1107031,American Blanching Company,562,32
1107032,CLOVER VALLEY,64,140
1107033,American Blanching Company,562,32
1107034,"Bimbo Bakeries USA, Inc.",298,57
1107035,"Agrocarne, S.A.",286,56
1107036,"Agrocarne, S.A.",268,56
1107037,The Moran Group Incorporated,385,52
1107038,"The Promotion In Motion Companies, Inc.",314,25.5
1107039,"The Promotion In Motion Companies, Inc.",314,25.5
1107040,"Flowers Foods, Inc.",357,28
1107041,"Wal-Mart Stores, Inc.",375,24
1107042,"Wal-Mart Stores, Inc.",273,11
1107043,"Wal-Mart Stores, Inc.",0,1
1107044,Family Dollar Stores Inc.,17,121
1107045,"Texas Coffee Co., Inc.",0,396
1107046,"Texas Coffee Co., Inc.",0,397.3200073
1107047,"Texas Coffee Co., Inc.",100,1
1107048,"Texas Coffee Co., Inc.",1,135
1107049,"Texas Coffee Co., Inc.",100,1
1107050,"Johanna Foods, Inc.",94,170
1107051,Milton G. Waldbaum Company,54,46
1107052,"UTZ Quality Foods, LLC",530,28.29999924
1107053,Knouse Foods/apple Leaf Div.,106,85
1107054,Carl Buddig & Company,161,56
1107055,Smithfield Packaged Meats Corp.,93,54
